title,url,procedure_id,page_number,description
Clearance of cattle at Gikondo Inland Customs Office (simplified declaration),https://rwandatrade.rw/procedure/282?l=en,282,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of cattle at Kagitumba border,https://rwandatrade.rw/procedure/450?l=en,450,2,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of cattle at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/476?l=en,476,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of cattle at La Corniche border,https://rwandatrade.rw/procedure/452?l=en,452,2,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of cattle at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/478?l=en,478,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of cattle at Nemba border,https://rwandatrade.rw/procedure/679?l=en,679,2,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of cattle at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/678?l=en,678,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of cattle at Poids Lourds border,https://rwandatrade.rw/procedure/453?l=en,453,2,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of cattle at Poids Lourds border (simplified declaration),https://rwandatrade.rw/procedure/479?l=en,479,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of cattle at Rusizi I border,https://rwandatrade.rw/procedure/454?l=en,454,2,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of cattle at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/481?l=en,481,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of cattle at Rusizi II border,https://rwandatrade.rw/procedure/456?l=en,456,2,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of cattle at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/482?l=en,482,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of cattle at Rusumo border,https://rwandatrade.rw/procedure/451?l=en,451,2,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of cattle at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/477?l=en,477,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Cyanika border,https://rwandatrade.rw/procedure/627?l=en,627,2,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/628?l=en,628,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Dar es Salaam Port,https://rwandatrade.rw/procedure/703?l=en,703,2,
Clearance of consignment at Gatuna border,https://rwandatrade.rw/procedure/1010?l=en,1010,2,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Gatuna border (simplified declaration),https://rwandatrade.rw/procedure/397?l=en,397,2,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Kagitumba border,https://rwandatrade.rw/procedure/395?l=en,395,3,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/398?l=en,398,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Kigali International Airport,https://rwandatrade.rw/procedure/223?l=en,223,3,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Kigali International Airport (simplified declaration),https://rwandatrade.rw/procedure/231?l=en,231,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at La Corniche border,https://rwandatrade.rw/procedure/81?l=en,81,3,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/227?l=en,227,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Nemba border,https://rwandatrade.rw/procedure/680?l=en,680,3,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/681?l=en,681,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Poids Lourds border,https://rwandatrade.rw/procedure/95?l=en,95,3,
Clearance of consignment at Poids Lourds border (simplified declaration),https://rwandatrade.rw/procedure/228?l=en,228,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Rusizi I border,https://rwandatrade.rw/procedure/225?l=en,225,3,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/167?l=en,167,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Rusizi II border,https://rwandatrade.rw/procedure/160?l=en,160,3,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/226?l=en,226,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of consignment at Rusumo border,https://rwandatrade.rw/procedure/1009?l=en,1009,3,Customs declaration is registered and assessed by a clearing agent appointed by the exporter of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of consignment at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/399?l=en,399,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Cyanika border,https://rwandatrade.rw/procedure/636?l=en,636,3,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/637?l=en,637,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Gatuna border,https://rwandatrade.rw/procedure/440?l=en,440,3,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Gatuna border (simplified declaration),https://rwandatrade.rw/procedure/493?l=en,493,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Gikondo Inland Customs Office,https://rwandatrade.rw/procedure/439?l=en,439,3,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Gikondo Inland Customs Office (simplified declaration),https://rwandatrade.rw/procedure/492?l=en,492,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Kagitumba border,https://rwandatrade.rw/procedure/441?l=en,441,3,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/494?l=en,494,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at La Corniche border,https://rwandatrade.rw/procedure/443?l=en,443,3,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/496?l=en,496,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Nemba border,https://rwandatrade.rw/procedure/677?l=en,677,3,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/676?l=en,676,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Poids Lourds border,https://rwandatrade.rw/procedure/444?l=en,444,3,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Poids Lourds border (simplified declaration),https://rwandatrade.rw/procedure/497?l=en,497,3,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Rusizi I border,https://rwandatrade.rw/procedure/445?l=en,445,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/498?l=en,498,4,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Rusizi II border,https://rwandatrade.rw/procedure/446?l=en,446,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/499?l=en,499,4,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of dogs and cats at Rusumo border,https://rwandatrade.rw/procedure/442?l=en,442,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of dogs and cats at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/495?l=en,495,4,
Clearance of electronics at Cyanika border,https://rwandatrade.rw/procedure/945?l=en,945,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Dar Es Salaam Port - Home consumption,https://rwandatrade.rw/procedure/954?l=en,954,4,
Clearance of electronics at Dar Es Salaam Port - Warehousing regime,https://rwandatrade.rw/procedure/955?l=en,955,4,
Clearance of electronics at Gatuna border,https://rwandatrade.rw/procedure/943?l=en,943,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Kagitumba border,https://rwandatrade.rw/procedure/946?l=en,946,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Kigali International Airport,https://rwandatrade.rw/procedure/957?l=en,957,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at La Corniche border,https://rwandatrade.rw/procedure/948?l=en,948,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Mombasa Port - Home consumption,https://rwandatrade.rw/procedure/952?l=en,952,4,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of electronics at Nemba border,https://rwandatrade.rw/procedure/947?l=en,947,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Poids Lourd border,https://rwandatrade.rw/procedure/949?l=en,949,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Rusizi I border,https://rwandatrade.rw/procedure/950?l=en,950,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Rusizi II border,https://rwandatrade.rw/procedure/951?l=en,951,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of electronics at Rusumo border,https://rwandatrade.rw/procedure/944?l=en,944,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fertilizer at Rusumo border,https://rwandatrade.rw/procedure/997?l=en,997,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Cyanika border,https://rwandatrade.rw/procedure/638?l=en,638,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/639?l=en,639,4,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Dar Es Salaam Port - Home consumption,https://rwandatrade.rw/procedure/816?l=en,816,4,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of fish at Dar Es Salaam Port - Warehousing,https://rwandatrade.rw/procedure/817?l=en,817,4,
Clearance of fish at Gatuna border,https://rwandatrade.rw/procedure/459?l=en,459,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Gatuna border (simplified declaration),https://rwandatrade.rw/procedure/484?l=en,484,4,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Gikondo Inland Customs Office,https://rwandatrade.rw/procedure/458?l=en,458,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Gikondo Inland Customs Office (simplified declaration),https://rwandatrade.rw/procedure/483?l=en,483,4,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Kagitumba border,https://rwandatrade.rw/procedure/460?l=en,460,4,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/485?l=en,485,4,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at La Corniche border,https://rwandatrade.rw/procedure/462?l=en,462,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
